,,,,Week 1 Game,,,,Fantasy,Passing,,,Rushing,,,Receiving,,
386,Brandon Powell,ATL,WR,SEA,ATL,-1.0,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,Dalton Keene,NE,TE,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
388,Mason Rudolph,PIT,QB,NYG,PIT,-6.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
389,Nick Keizer,KC,TE,HOU,KC,-9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
390,Matt Schaub,ATL,QB,SEA,ATL,-1.0,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
391,Matt LaCosse,NE,TE,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
392,David Sills,NYG,WR,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
393,T.J. Logan,TB,RB,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
394,Vyncint Smith,NYJ,WR,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
395,Jordan Love,GB,QB,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
396,Diontae Spencer,DEN,WR,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
397,Sean Mannion,MIN,QB,GB,MIN,-1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
398,Chris Streveler,ARI,QB,SF,SF,6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
399,AJ McCarron,HOU,QB,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
400,Tommy Sweeney,BUF,TE,NYJ,BUF,-6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
401,Colt McCoy,NYG,QB,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
402,Malik Taylor,GB,WR,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
403,Ameer Abdullah,MIN,RB,GB,MIN,-1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
404,Noah Togiai,IND,TE,JAX,IND,-7.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
405,Quincy Adeboyejo,NE,WR,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
406,P.J. Walker,CAR,QB,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
407,Jamal Agnew,DET,WR,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
408,Nsimba Webster,LAR,WR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
409,Brandon Aiyuk,SF,WR,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
410,Nick Westbrook-Ikhine,TEN,WR,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
411,Kyle Allen,WAS,QB,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
412,Tyrell Williams,LV,WR,CAR,LV,-3.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
413,Geronimo Allison,DET,WR,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
414,Jeff Wilson,SF,RB,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
415,Stephen Anderson,LAC,TE,CIN,LAC,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
416,Logan Woodside,TEN,QB,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
417,Ryquell Armstead,JAX,RB,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
418,Olamide Zaccheaus,ATL,WR,SEA,ATL,-1.0,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
419,Antony Auclair,TB,TE,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
420,Kelvin Harmon,WAS,WR,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
421,Tavon Austin,SF,WR,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
422,Penny Hart,SEA,WR,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
423,Matt Barkley,BUF,QB,NYJ,BUF,-6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
424,Justin Herbert,LAC,QB,CIN,LAC,-2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
425,Marcus Baugh,WAS,TE,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
426,KhaDarel Hodge,CLE,WR,BAL,BAL,7,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
427,Omar Bayless,CAR,WR,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
428,J.P. Holtz,CHI,TE,DET,DET,2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
429,C.J. Beathard,SF,QB,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
430,Buddy Howell,HOU,RB,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
431,Andrew Beck,DEN,TE,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
432,Brett Hundley,ARI,QB,SF,SF,6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
433,Chad Beebe,MIN,WR,GB,MIN,-1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
434,Allen Hurns,MIA,WR,NE,NE,7,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
435,Travis Benjamin,SF,WR,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
436,Jalen Hurts,PHI,QB,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
437,Eno Benjamin,ARI,RB,SF,SF,6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
438,Trishton Jackson,LAR,WR,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
439,Braxton Berrios,NYJ,WR,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
440,Tyler Johnson,TB,WR,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
441,Christian Blake,ATL,WR,SEA,ATL,-1.0,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
442,D'Ernest Johnson,CLE,RB,BAL,BAL,7,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
443,C.J. Board,NYG,WR,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
444,Xavier Jones,LAR,RB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
445,Brandon Bolden,NE,RB,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
446,Case Keenum,CLE,QB,BAL,BAL,7,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
447,Lynn Bowden,MIA,WR,NE,NE,7,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,Keith Kirkwood,CAR,WR,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
449,Tim Boyle,GB,QB,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
450,Marqise Lee,NE,WR,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
451,Jacob Breeland,BAL,TE,CLE,BAL,-7.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
452,Bryce Love,WAS,RB,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
453,Jacoby Brissett,IND,QB,JAX,IND,-7.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
454,Jake Luton,JAX,QB,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
455,Noah Brown,DAL,WR,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
456,Marcus Mariota,LV,QB,CAR,LV,-3.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
457,Daniel Brown,NYJ,TE,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
458,Ray-Ray McCloud,PIT,WR,NYG,PIT,-6.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
459,Ventell Bryant,DAL,WR,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
460,Anthony McFarland,PIT,RB,NYG,PIT,-6.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
461,Hunter Bryant,DET,TE,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
462,Jeremy McNichols,TEN,RB,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
463,Trey Burton,IND,TE,JAX,IND,-7.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
464,Jaydon Mickens,TB,WR,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
465,Jake Butt,DEN,TE,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
466,Ty Montgomery,NO,RB,TB,NO,-4.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
467,Raymond Calais,LAR,RB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
468,Chris Moore,BAL,WR,CLE,BAL,-7.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
469,Marquez Callaway,NO,WR,TB,NO,-4.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
470,Thaddeus Moss,WAS,TE,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
471,Trenton Cannon,CAR,RB,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
472,Johnny Mundt,LAR,TE,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
473,Stephen Carlson,CLE,TE,BAL,BAL,7,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Nick O'Leary,LV,TE,CAR,LV,-3.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
475,Derek Carrier,LV,TE,CAR,LV,-3.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
476,Albert Okwuegbunam,DEN,TE,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
477,Cethan Carter,CIN,TE,LAC,LAC,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
478,Qadree Ollison,ATL,RB,SEA,ATL,-1.0,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
479,Dan Chisena,MIN,WR,GB,MIN,-1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,Devine Ozigbo,JAX,RB,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
481,Darion Clark,CHI,TE,DET,DET,2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
482,Colby Parkinson,SEA,TE,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
483,Tyler Conklin,MIN,TE,GB,MIN,-1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
484,Rashaad Penny,SEA,RB,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
485,Cody Core,NYG,WR,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
486,Samaje Perine,CIN,RB,LAC,LAC,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
487,Isaiah Coulter,HOU,WR,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
488,Joshua Perkins,PHI,TE,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
489,Keke Coutee,HOU,WR,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
490,Malcolm Perry,MIA,WR,NE,NE,7,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
491,DeeJay Dallas,SEA,RB,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
492,Scottie Phillips,HOU,RB,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
493,Andy Dalton,DAL,QB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
494,MyCole Pruitt,TEN,TE,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
495,Chase Daniel,DET,QB,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
496,Richard Rodgers,PHI,TE,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
497,Darrell Daniels,ARI,TE,SF,SF,6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
498,Deebo Samuel,SF,WR,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
499,Tyler Davis,JAX,TE,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
500,Bo Scarbrough,DET,RB,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
501,Ben DiNucci,DAL,QB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
502,Da'Mari Scott,NYG,WR,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
503,Joshua Dobbs,PIT,QB,NYG,PIT,-6.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
504,Trent Sherfield,ARI,WR,SF,SF,6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
505,Josh Doctson,NYJ,WR,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
506,Cam Sims,WAS,WR,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
507,Phillip Dorsett,SEA,WR,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
508,Jeff Smith,NYJ,WR,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
509,Rico Dowdle,DAL,RB,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
510,Alex Smith,WAS,QB,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
511,Jeff Driskel,DEN,QB,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
512,Lee Smith,BUF,TE,NYJ,BUF,-6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
513,Ashton Dulin,IND,WR,JAX,IND,-7.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,Equanimeous St. Brown,GB,WR,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
515,Jacob Eason,IND,QB,JAX,IND,-7.0,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,Jarrett Stidham,NE,QB,MIA,NE,-7.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
517,Darrynton Evans,TEN,RB,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
518,Nate Sudfeld,PHI,QB,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
519,Ryan Finley,CIN,QB,LAC,LAC,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
520,Geoff Swaim,TEN,TE,DEN,TEN,-3.0,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
521,Joe Flacco,NYJ,QB,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
522,Tua Tagovailoa,MIA,QB,NE,NE,7,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
523,Nick Foles,CHI,QB,DET,DET,2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
524,Patrick Taylor,GB,RB,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
525,Austin Fort,DEN,TE,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
526,De'Anthony Thomas,BAL,WR,CLE,BAL,-7.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
527,John Franklin,TB,WR,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
528,Chris Thompson,SF,WR,ARI,SF,-6.5,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
529,Jake Fromm,BUF,QB,NYJ,BUF,-6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
530,Levine Toilolo,NYG,TE,PIT,PIT,6,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
531,Devin Funchess,GB,WR,MIN,MIN,1.5,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
532,Jason Vander Laan,NO,TE,TB,NO,-4.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
533,Blaine Gabbert,TB,QB,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
534,Kahale Warring,HOU,TE,KC,KC,9.5,53.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
535,Rico Gafford,LV,WR,CAR,LV,-3.0,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
536,Quez Watkins,PHI,WR,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
537,Zach Gentry,PIT,TE,NYG,PIT,-6.0,44.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
538,Trevon Wesco,NYJ,TE,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
539,Mike Glennon,JAX,QB,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
540,Dede Westbrook,JAX,WR,IND,IND,7,44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
541,Kenny Golladay,DET,WR,CHI,DET,-2.5,42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
542,Mike White,NYJ,QB,BUF,BUF,6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
543,Marquise Goodwin,PHI,WR,WAS,PHI,-5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
544,Cole Wick,NO,TE,TB,NO,-4.0,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
545,Josh Gordon,SEA,WR,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
546,Trayveon Williams,CIN,RB,LAC,LAC,2.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
547,Cyril Grayson,TB,WR,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
548,Luke Willson,SEA,TE,ATL,ATL,1,49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
549,Will Grier,CAR,QB,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
550,Albert Wilson,MIA,WR,NE,NE,7,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,Robert Griffin,BAL,QB,CLE,BAL,-7.0,47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
552,John Wolford,LAR,QB,DAL,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
553,Ryan Griffin,TB,QB,NO,NO,4,48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
554,Isaiah Wright,WAS,WR,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
555,Stephen Guidry,DAL,WR,LAR,-,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
556,T.J. Yeldon,BUF,RB,NYJ,BUF,-6.5,39.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
557,Emanuel Hall,WAS,WR,PHI,PHI,5.5,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
558,Brandon Zylstra,CAR,WR,LV,LV,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
559,KJ Hamler,DEN,WR,TEN,TEN,3,41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
