,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
David Blough,DET,QB,5,1,1,19,14,14.0,0.0,14,100.0,0.0,0.3,0.2,5,5.0,26.3,0,0
Stanley Morgan,CIN,WR,11,10,3,18,65,6.5,0.4,7,30.0,10.0,1.4,1.7,11,3.7,61.1,0,0
Donte Moncrief,PIT,WR,5,15,4,18,184,13.1,1.6,15,28.6,14.3,5.0,2.9,3,0.8,16.7,0,0
Marqise Lee,JAX,WR,6,4,3,18,20,5.0,0.2,13,75.0,0.0,0.5,0.7,5,1.7,27.8,0,0
Tra Carson,GB,RB,2,4,4,18,3,0.8,0.1,3,100.0,0.0,0.1,0.7,15,3.8,83.3,0,0
Darius Jennings,TEN,WR,8,5,2,17,76,15.2,1.5,2,40.0,0.0,2.0,1.2,15,7.5,88.2,0,0
Ashton Dulin,IND,WR,13,2,2,17,-6,-3.0,-0.1,-6,100.0,0.0,-0.2,0.4,23,11.5,135.3,0,0
Nick Bawden,DET,FB,10,6,4,17,-4,-0.7,0.0,-5,66.7,0.0,-0.1,1.1,22,5.5,129.4,0,0
Mike Boone,MIN,RB,16,4,3,17,-6,-1.5,-0.1,-8,75.0,25.0,-0.2,0.9,25,8.3,147.1,0,0
Rashard Davis,TEN,WR,1,1,1,16,16,16.0,16.0,16,100.0,0.0,0.4,0.2,0,0.0,0.0,0,0
Malcolm Brown,LAR,RB,14,6,2,16,2,0.3,0.0,8,33.3,16.7,0.0,1.0,8,4.0,50.0,0,0
Josh Oliver,JAX,TE,4,6,3,15,37,6.2,0.3,8,50.0,16.7,0.9,1.1,7,2.3,46.7,0,0
Michael Walker,JAX,WR,7,3,2,15,12,4.0,1.3,8,66.7,0.0,0.3,0.5,7,3.5,46.7,0,0
Ventell Bryant,DAL,WR,12,1,1,15,15,15.0,0.7,15,100.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Mike Thomas,LAR,WR,16,5,2,14,50,10.0,1.5,4,40.0,20.0,1.1,0.8,10,5.0,71.4,0,0
Troymaine Pope,LAC,RB,14,3,2,14,-3,-1.0,-0.1,0,66.7,33.3,-0.1,0.5,14,7.0,100.0,0,0
Ryan Grant,OAK,WR,2,9,4,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Keith Smith,ATL,FB,16,3,1,13,20,6.7,0.1,0,33.3,0.0,0.4,0.5,13,13.0,100.0,0,0
T.J. Logan,TB,RB,12,3,2,13,27,9.0,1.2,5,66.7,0.0,0.4,0.5,8,4.0,61.5,0,0
Zach Zenner,ARI,RB,3,1,1,13,-3,-3.0,-0.2,-3,100.0,0.0,-0.1,0.2,16,16.0,123.1,0,0
Isaac Nauta,DET,TE,6,3,2,13,7,2.3,0.2,6,66.7,33.3,0.1,0.5,7,3.5,53.8,0,0
Cethan Carter,CIN,TE,15,3,2,13,8,2.7,0.1,7,66.7,0.0,0.2,0.5,6,3.0,46.2,0,0
Cody Hollister,TEN,WR,5,2,2,13,10,5.0,1.7,10,100.0,0.0,0.3,0.5,3,1.5,23.1,0,0
Sean Culkin,LAC,TE,4,2,1,12,15,7.5,0.2,9,50.0,50.0,0.3,0.3,3,3.0,25.0,0,0
Jeff Smith,NYJ,WR,1,2,1,12,45,22.5,3.2,12,50.0,0.0,1.1,0.4,0,0.0,0.0,0,0
John Ursua,SEA,WR,3,1,1,11,11,11.0,1.0,11,100.0,0.0,0.2,0.2,0,0.0,0.0,0,0
Robert Davis,WAS,WR,3,2,1,11,18,9.0,0.5,11,50.0,0.0,0.5,0.4,0,0.0,0.0,0,0
Antony Auclair,TB,TE,8,3,1,11,3,1.0,0.0,2,33.3,0.0,0.0,0.5,9,9.0,81.8,0,0
Kevin Byard,TEN,S,16,1,1,11,4,4.0,0.0,4,100.0,0.0,0.1,0.2,7,7.0,63.6,0,0
Tyler Ervin,GB,RB,4,4,2,11,62,15.5,2.6,0,50.0,0.0,1.3,0.7,11,5.5,100.0,0,0
Scott Simonson,NYG,TE,5,2,2,11,7,3.5,0.1,7,100.0,0.0,0.1,0.3,4,2.0,36.4,0,0
Chris Manhertz,CAR,TE,15,1,1,11,1,1.0,0.0,1,100.0,0.0,0.0,0.2,10,10.0,90.9,0,0
Levine Toilolo,SF,TE,13,2,2,10,-2,-1.0,0.0,-2,100.0,0.0,-0.1,0.4,12,6.0,120.0,0,0
Javorius Allen,NYG,RB,10,2,1,9,10,5.0,0.3,4,50.0,0.0,0.2,0.3,5,5.0,55.6,0,0
Taiwan Jones,HOU,RB,11,1,1,9,-2,-2.0,-0.1,-2,100.0,0.0,0.0,0.2,11,11.0,122.2,0,0
Elijhaa Penny,NYG,FB,16,4,2,9,-8,-2.0,-0.1,-13,50.0,0.0,-0.2,0.7,22,11.0,244.4,0,0
Ben Koyack,JAX,TE,11,3,1,9,10,3.3,0.0,6,33.3,0.0,0.2,0.5,3,3.0,33.3,0,0
Paul Perkins,DET,RB,4,1,1,9,-2,-2.0,-0.1,-2,100.0,0.0,0.0,0.2,11,11.0,122.2,1,0
Austin Carr,NO,WR,6,4,1,9,40,10.0,0.2,4,25.0,25.0,1.1,0.7,5,5.0,55.6,0,0
Kerrith Whyte,PIT,RB,6,1,1,9,-2,-2.0,0.0,-2,100.0,0.0,-0.1,0.2,11,11.0,122.2,0,0
Ricky Ortiz,NO,FB,1,1,1,8,1,1.0,0.1,1,100.0,0.0,0.0,0.2,7,7.0,87.5,0,0
Jordan Thomas,HOU,TE,5,3,1,8,7,3.5,0.1,5,50.0,0.0,0.2,0.4,3,3.0,37.5,0,0
Chris Herndon,NYJ,TE,1,2,1,7,12,6.0,0.7,2,50.0,0.0,0.3,0.4,5,5.0,71.4,0,0
Qadree Ollison,ATL,RB,8,2,1,7,2,1.0,0.0,4,50.0,0.0,0.0,0.3,3,3.0,42.9,0,0
Dwayne Harris,OAK,WR,3,1,1,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Cody Davis,JAX,S,16,1,1,7,1,1.0,0.0,1,100.0,0.0,0.0,0.2,6,6.0,85.7,0,0
De'Anthony Thomas,KC,WR,6,2,1,6,-3,-1.5,-0.2,3,50.0,50.0,-0.1,0.4,3,3.0,50.0,0,0
Dwayne Washington,NO,RB,16,1,1,6,-4,-4.0,-0.2,-4,100.0,0.0,-0.1,0.2,10,10.0,166.7,0,0
Zach Zenner,NO,RB,1,2,1,6,5,2.5,0.6,1,50.0,50.0,0.1,0.4,5,5.0,83.3,0,0
Jeff Driskel,DET,QB,3,1,1,6,-4,-4.0,0.0,-4,100.0,0.0,-0.1,0.2,10,10.0,166.7,0,0
Robert Davis,PHI,WR,3,3,1,6,21,5.3,0.2,4,25.0,0.0,0.4,0.7,2,2.0,33.3,1,0
Deshaun Watson,HOU,QB,15,1,1,6,0,0.0,0.0,0,100.0,0.0,0.0,0.2,6,6.0,100.0,0,0
Jaleel Scott,BAL,WR,3,3,1,6,41,13.7,2.4,1,33.3,0.0,1.1,0.7,5,5.0,83.3,0,0
Alex Armah,CAR,FB,16,2,2,6,-2,-1.0,0.0,-2,100.0,0.0,0.0,0.3,8,4.0,133.3,0,0
Dalton Schultz,DAL,TE,16,2,1,6,19,9.5,0.2,6,50.0,0.0,0.3,0.3,0,0.0,0.0,0,0
Tyrone Swoopes,SEA,TE,5,1,1,5,-2,-2.0,0.0,-2,100.0,0.0,0.0,0.2,7,7.0,140.0,0,0
Bo Scarbrough,DET,RB,6,4,1,5,1,0.3,0.0,-3,25.0,0.0,0.0,0.7,8,8.0,160.0,0,0
Jakob Johnson,NE,FB,4,2,1,5,8,4.0,0.1,4,50.0,0.0,0.2,0.3,1,1.0,20.0,0,0
Charles Jones,JAX,TE,4,1,1,5,4,4.0,0.1,4,100.0,0.0,0.1,0.2,1,1.0,20.0,0,0
Zach Gentry,PIT,TE,4,1,1,4,1,1.0,0.0,1,100.0,0.0,0.0,0.2,3,3.0,75.0,0,0
Krishawn Hogan,NO,WR,8,1,1,4,2,2.0,0.0,2,100.0,0.0,0.1,0.2,2,2.0,50.0,0,0
Darrell Daniels,ARI,TE,11,3,1,4,22,7.3,0.5,4,33.3,0.0,0.6,0.6,0,0.0,0.0,0,0
Roosevelt Nix,PIT,FB,3,3,2,4,-5,-2.5,-0.1,-5,100.0,0.0,-0.1,0.4,9,4.5,225.0,0,0
Xavier Grimble,PIT,TE,3,3,1,3,6,2.0,0.1,0,33.3,66.7,0.2,0.6,3,3.0,100.0,0,0
Cyril Grayson,TB,WR,2,1,1,3,2,2.0,0.3,2,100.0,0.0,0.0,0.2,1,1.0,33.3,0,0
Jacoby Brissett,IND,QB,15,1,1,2,-6,-6.0,0.0,-6,100.0,0.0,-0.2,0.2,8,8.0,400.0,0,0
Eric Tomlinson,NE,TE,2,1,1,1,0,0.0,0.0,0,100.0,0.0,0.0,0.2,1,1.0,100.0,0,0
Dion Dawkins,BUF,OT,16,1,1,1,1,1.0,0.0,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
David Quessenberry,TEN,OG,4,1,1,1,1,1.0,0.1,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Senorise Perry,BUF,RB,11,1,1,1,0,0.0,0.0,0,100.0,0.0,0.0,0.2,1,1.0,100.0,0,0
Dennis Kelly,TEN,OT,15,1,1,1,1,1.0,0.0,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Vita Vea,TB,DT,16,1,1,1,1,1.0,0.2,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Jason Sanders,MIA,K,16,1,1,1,1,1.0,0.0,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Darrius Shepherd,GB,WR,6,2,1,1,9,4.5,0.2,-2,50.0,50.0,0.2,0.4,5,5.0,500.0,0,0
Wes Hills,DET,RB,1,2,2,1,-2,-1.0,-0.1,-2,100.0,0.0,0.0,0.4,3,1.5,300.0,0,0
Christian Wilkins,MIA,DE,16,1,1,1,0,0.0,0.0,0,100.0,0.0,0.0,0.2,1,1.0,100.0,0,0
Jon Hilliman,NYG,RB,3,4,3,1,0,0.0,0.0,-7,75.0,0.0,0.0,0.7,8,2.7,800.0,0,0
Travis Fulgham,DET,WR,3,3,0,0,62,20.7,1.0,0,0.0,0.0,1.2,0.5,0,0.0,0.0,0,0
Lil'Jordan Humphrey,NO,WR,5,1,0,0,16,16.0,0.3,0,0.0,0.0,0.4,0.2,0,0.0,0.0,0,0
Jalen Guyton,LAC,WR,3,2,0,0,71,35.5,3.7,0,0.0,0.0,1.4,0.3,0,0.0,0.0,0,0
Michael Deiter,MIA,OG,16,1,1,0,-2,-2.0,0.0,-2,100.0,0.0,0.0,0.2,2,2.0,0.0,0,0
David Long,LAR,CB,8,1,0,0,4,4.0,0.0,0,0.0,0.0,0.1,0.2,0,0.0,0.0,0,0
Jace Sternberger,GB,TE,6,1,0,0,13,13.0,0.2,0,0.0,100.0,0.3,0.2,0,0.0,0.0,0,0
Dalyn Dawkins,TEN,RB,2,1,0,0,1,1.0,0.1,0,0.0,100.0,0.0,0.2,0,0.0,0.0,0,0
Dane Cruikshank,TEN,S,16,1,0,0,31,31.0,0.0,0,0.0,0.0,0.8,0.2,0,0.0,0.0,0,0
Justin Hardee,NO,CB,16,1,0,0,10,10.0,0.0,0,0.0,100.0,0.3,0.2,0,0.0,0.0,0,0
Chad Williams,IND,WR,1,1,0,0,16,16.0,2.7,0,0.0,0.0,0.4,0.2,0,0.0,0.0,0,0
Taywan Taylor,CLE,WR,3,1,0,0,30,30.0,1.0,0,0.0,0.0,0.7,0.2,0,0.0,0.0,0,0
Mack Hollins,MIA,WR,4,1,0,0,34,34.0,2.1,0,0.0,0.0,0.6,0.2,0,0.0,0.0,1,0
Kirk Cousins,MIN,QB,15,1,0,0,9,9.0,0.0,0,0.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Jamize Olawale,DAL,FB,16,2,0,0,35,17.5,0.3,0,0.0,0.0,0.6,0.3,0,0.0,0.0,0,0
Tyrod Taylor,LAC,QB,8,1,0,0,-5,-5.0,-0.2,0,0.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Jay Ajayi,PHI,RB,3,1,0,0,1,1.0,0.0,0,0.0,100.0,0.0,0.2,0,0.0,0.0,0,0
Deon Lacey,MIA,LB,16,1,0,0,29,29.0,0.0,0,0.0,0.0,0.6,0.2,0,0.0,0.0,0,0
George Fant,SEA,OT,16,1,0,0,14,14.0,0.0,0,0.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Michael Burton,WAS,FB,10,1,0,0,-1,-1.0,0.0,0,0.0,100.0,0.0,0.2,0,0.0,0.0,0,0
Jamal Agnew,DET,WR,13,2,1,-2,29,14.5,1.8,-3,50.0,0.0,0.5,0.4,1,1.0,-50.0,0,0
Kaleb McGary,ATL,OT,16,1,1,-3,-3,-3.0,0.0,-3,100.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Garrett Bradbury,MIN,C,16,1,1,-4,-4,-4.0,0.0,-4,100.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Quincy Enunwa,NYJ,WR,1,3,1,-4,42,14.0,0.6,12,33.3,0.0,1.1,0.6,8,8.0,-200.0,0,0
Andy Dalton,CIN,QB,13,1,1,-4,-9,-9.0,0.0,-9,100.0,0.0,-0.2,0.2,5,5.0,-125.0,0,0
Wyatt Teller,CLE,OG,15,1,1,-5,-5,-5.0,0.0,-5,100.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
