,,,,Receiving,,,Air Yards (AY) / Depth of Target ,,,,,,Team %,,After Catch,,,PASS Int(PI),
Brian Quick,WAS,WR,6,3,3,18,18,6.0,0.2,18,100.0,0.0,0.4,0.6,0,0.0,0.0,0,0
Stevan Ridley,PIT,RB,10,4,3,18,11,2.8,0.2,8,75.0,0.0,0.2,0.6,10,3.3,55.6,0,0
Terrelle Pryor,BUF,WR,2,8,2,17,108,13.5,1.0,16,25.0,0.0,2.3,1.7,1,0.5,5.9,0,0
Derrick Coleman,ARI,FB,16,3,2,17,26,8.7,0.3,9,66.7,0.0,0.7,0.6,8,4.0,47.1,0,0
Josh Gordon,CLE,WR,1,3,1,17,90,30.0,1.3,17,33.3,0.0,1.7,0.5,0,0.0,0.0,1,0
Matthew Lengel,CIN,TE,11,8,3,17,40,5.0,0.3,13,37.5,12.5,0.9,1.5,4,1.3,23.5,0,0
C.J. Anderson,LAR,RB,2,6,4,17,-9,-1.5,-0.1,4,66.7,0.0,-0.2,1.1,13,3.3,76.5,0,0
Nick Williams,LAR,WR,2,3,2,17,16,5.3,0.8,11,66.7,0.0,0.3,0.6,6,3.0,35.3,0,0
De'Lance Turner,BAL,RB,4,2,2,17,2,1.0,0.3,2,100.0,0.0,0.0,0.4,15,7.5,88.2,0,0
KhaDarel Hodge,LAR,WR,14,3,2,17,23,7.7,0.3,17,66.7,0.0,0.5,0.6,0,0.0,0.0,0,0
J'Mon Moore,GB,WR,12,3,2,15,17,5.7,0.2,9,66.7,0.0,0.3,0.5,6,3.0,40.0,0,0
Cameron Artis-Payne,CAR,RB,9,4,3,15,-6,-1.5,-0.1,-2,75.0,0.0,-0.2,0.7,17,5.7,113.3,0,0
Nick Bellore,DET,FB,14,4,4,15,0,0.0,0.0,0,100.0,0.0,0.0,0.7,15,3.8,100.0,0,0
Zach Line,NO,FB,16,10,5,14,23,2.3,0.1,5,50.0,30.0,0.6,2.0,9,1.8,64.3,0,0
Tim White,BAL,WR,3,1,1,14,13,13.0,6.5,13,100.0,0.0,0.3,0.2,1,1.0,7.1,0,0
Matt Flanagan,WAS,TE,3,1,1,14,6,6.0,0.1,6,100.0,0.0,0.1,0.2,8,8.0,57.1,0,0
Ross Dwelley,SF,TE,11,2,2,14,13,6.5,0.3,13,100.0,0.0,0.3,0.4,1,0.5,7.1,0,0
Jamize Olawale,DAL,FB,16,4,2,13,2,0.5,0.0,1,50.0,25.0,0.1,0.8,12,6.0,92.3,0,0
Brandon Bolden,MIA,RB,16,3,3,13,-6,-2.0,-0.2,-6,100.0,0.0,-0.2,0.7,19,6.3,146.2,0,0
Rishard Matthews,NYJ,WR,5,3,2,13,35,11.7,0.6,14,66.7,0.0,0.8,0.6,-1,-0.5,-7.7,0,0
Joe Webb,HOU,WR,16,3,2,13,16,5.3,0.5,6,66.7,0.0,0.4,0.6,7,3.5,53.8,0,0
Kapri Bibbs,GB,RB,2,5,3,13,7,1.4,0.4,4,60.0,0.0,0.1,0.8,9,3.0,69.2,0,0
Sammie Coates,HOU,WR,12,2,1,12,10,5.0,0.3,7,50.0,50.0,0.2,0.4,5,5.0,41.7,0,0
Sam Shields,LAR,CB,16,1,1,12,6,6.0,0.0,6,100.0,0.0,0.1,0.2,6,6.0,50.0,0,0
Josh Malone,CIN,WR,9,5,1,12,40,8.0,0.6,12,20.0,20.0,0.9,1.0,0,0.0,0.0,0,0
Ricky Ortiz,ATL,FB,12,4,3,11,-2,-0.7,0.0,-2,100.0,0.0,0.0,0.5,13,4.3,118.2,0,0
Taylor Decker,DET,OT,16,1,1,11,1,1.0,0.0,1,100.0,0.0,0.0,0.2,10,10.0,90.9,0,0
Hakeem Valles,DET,TE,3,3,2,11,25,8.3,0.9,10,66.7,0.0,0.7,0.5,1,0.5,9.1,0,0
Rishard Matthews,TEN,WR,3,6,3,11,9,1.5,0.1,5,50.0,0.0,0.3,1.4,6,2.0,54.5,0,0
Nick Foles,PHI,QB,5,1,1,10,18,18.0,0.1,18,100.0,0.0,0.4,0.2,7,7.0,70.0,0,0
Ameer Abdullah,MIN,RB,7,2,1,10,14,7.0,2.3,1,50.0,0.0,0.3,0.3,9,9.0,90.0,0,0
Victor Bolden,SF,WR,4,4,1,10,46,11.5,0.7,6,25.0,25.0,1.2,0.8,4,4.0,40.0,0,0
Justin Hardee,NO,CB,16,1,1,10,8,8.0,0.0,8,100.0,0.0,0.2,0.2,2,2.0,20.0,0,0
Cam Phillips,BUF,WR,2,1,1,9,3,3.0,0.1,3,100.0,0.0,0.1,0.2,6,6.0,66.7,0,0
Brian Hill,ATL,RB,10,2,1,9,6,3.0,0.1,3,50.0,0.0,0.1,0.3,6,6.0,66.7,0,0
George Fant,SEA,OT,16,1,1,9,0,0.0,0.0,0,100.0,0.0,0.0,0.2,9,9.0,100.0,0,0
Alan Cross,TB,TE,14,5,2,9,14,2.8,0.1,2,40.0,0.0,0.2,0.8,7,3.5,77.8,0,0
DeAndre Washington,OAK,RB,10,1,1,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Benny Cunningham,CHI,RB,15,2,1,9,-15,-7.5,-0.4,-5,50.0,0.0,-0.3,0.4,14,14.0,155.6,0,0
Dion Sims,CHI,TE,8,4,2,9,32,8.0,0.2,3,50.0,25.0,0.7,0.8,6,3.0,66.7,0,0
Mike Gillislee,NO,RB,4,1,1,9,0,0.0,0.0,0,100.0,0.0,0.0,0.2,9,9.0,100.0,0,0
Kyle Williams,BUF,DT,16,1,1,9,0,0.0,0.0,0,100.0,0.0,0.0,0.2,9,9.0,100.0,0,0
Darrius Heyward-Bey,PIT,WR,14,2,1,9,24,12.0,0.3,-2,50.0,0.0,0.5,0.3,11,11.0,122.2,0,0
Chase Daniel,CHI,QB,5,1,1,8,-6,-6.0,0.0,-6,100.0,0.0,-0.1,0.2,14,14.0,175.0,0,0
Damiere Byrd,CAR,WR,8,2,1,8,23,11.5,0.5,7,50.0,0.0,0.6,0.4,1,1.0,12.5,0,0
Keon Hatcher,OAK,WR,3,2,1,8,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Darvin Kidsy,WAS,WR,2,2,1,8,20,10.0,1.5,7,50.0,0.0,0.5,0.4,1,1.0,12.5,0,0
Marcus Kemp,KC,WR,16,2,1,7,4,2.0,0.1,-1,50.0,0.0,0.1,0.4,8,8.0,114.3,0,0
Allen Lazard,GB,WR,1,1,1,7,6,6.0,6.0,6,100.0,0.0,0.1,0.2,1,1.0,14.3,0,0
Jehu Chesson,WAS,WR,12,2,1,7,22,11.0,3.1,6,50.0,0.0,0.5,0.4,1,1.0,14.3,0,0
Dion Dawkins,BUF,OT,16,1,1,7,7,7.0,0.0,7,100.0,0.0,0.1,0.2,0,0.0,0.0,0,0
Richard Rodgers,PHI,TE,7,1,1,7,-2,-2.0,0.0,-2,100.0,0.0,0.0,0.2,9,9.0,128.6,0,0
Jamaal Charles,JAX,RB,2,3,2,7,4,1.3,0.2,2,66.7,33.3,0.1,0.6,5,2.5,71.4,0,0
Jeremy Kerley,BUF,WR,1,4,2,7,17,4.3,0.4,-6,50.0,0.0,0.4,0.8,13,6.5,185.7,0,0
Tom Brady,NE,QB,16,1,1,6,-1,-1.0,0.0,-1,100.0,0.0,0.0,0.2,7,7.0,116.7,0,0
Jeremy Hill,NE,RB,1,1,1,6,1,1.0,0.1,1,100.0,0.0,0.0,0.2,5,5.0,83.3,0,0
Michael Burton,CHI,FB,8,1,1,6,1,1.0,0.0,1,100.0,0.0,0.0,0.2,5,5.0,83.3,0,0
Khari Lee,BUF,TE,2,1,1,5,-1,-1.0,0.0,-1,100.0,0.0,0.0,0.2,6,6.0,120.0,0,0
Matt Ryan,ATL,QB,16,1,1,5,1,1.0,0.0,1,100.0,0.0,0.0,0.2,4,4.0,80.0,0,0
Andre Holmes,DEN,WR,3,1,1,5,-3,-3.0,-0.1,-3,100.0,0.0,-0.1,0.2,8,8.0,160.0,0,0
Travaris Cadet,CAR,RB,1,1,1,5,1,1.0,0.0,1,100.0,0.0,0.0,0.2,4,4.0,80.0,0,0
Samaje Perine,WAS,RB,5,4,3,5,-3,-1.0,-0.1,-3,100.0,0.0,-0.1,0.6,8,2.7,160.0,0,0
Alex Armah,CAR,FB,16,1,1,5,0,0.0,0.0,0,100.0,0.0,0.0,0.2,5,5.0,100.0,0,0
Justin Watson,TB,WR,12,3,1,5,13,4.3,0.2,5,33.3,0.0,0.2,0.5,0,0.0,0.0,0,0
Johnny Mundt,LAR,TE,10,1,1,5,0,0.0,0.0,0,100.0,0.0,0.0,0.2,5,5.0,100.0,0,0
Shaun Wilson,TB,RB,5,5,3,5,22,4.4,1.0,-1,60.0,0.0,0.3,0.8,6,2.0,120.0,0,0
Taysom Hill,NO,QB,16,7,3,4,30,4.3,0.2,-5,42.9,28.6,0.8,1.4,9,3.0,225.0,0,0
Carson Wentz,PHI,QB,11,1,1,4,5,5.0,0.0,5,100.0,0.0,0.1,0.2,-1,-1.0,-25.0,0,0
Andrew Luck,IND,QB,16,2,1,4,8,4.0,0.0,4,50.0,0.0,0.2,0.3,0,0.0,0.0,0,0
Carlos Hyde,JAX,RB,8,7,4,4,-12,-1.7,-0.1,-11,57.1,28.6,-0.3,1.3,15,3.8,375.0,0,0
Kenjon Barner,CAR,RB,4,1,1,3,2,2.0,0.3,2,100.0,0.0,0.1,0.2,1,1.0,33.3,0,0
Robert Turbin,IND,RB,2,2,1,3,2,1.0,0.1,2,50.0,0.0,0.0,0.3,1,1.0,33.3,0,0
Ryan Tannehill,MIA,QB,11,1,1,3,2,2.0,0.0,2,100.0,0.0,0.1,0.2,1,1.0,33.3,0,0
J.J. Jones,NYJ,WR,1,1,1,3,2,2.0,1.0,2,100.0,0.0,0.0,0.2,1,1.0,33.3,0,0
Danny Vitale,GB,FB,5,2,1,2,3,1.5,0.2,2,50.0,0.0,0.1,0.3,0,0.0,0.0,0,0
Derek Watt,LAC,FB,16,1,1,2,1,1.0,0.0,1,100.0,0.0,0.0,0.2,1,1.0,50.0,0,0
Alejandro Villanueva,PIT,OT,16,1,1,2,2,2.0,0.0,2,100.0,0.0,0.0,0.1,0,0.0,0.0,0,0
Bradley Sowell,CHI,TE,16,2,1,2,4,2.0,0.1,2,50.0,0.0,0.1,0.4,0,0.0,0.0,0,0
Ryan Hewitt,IND,TE,12,2,1,1,5,2.5,0.0,1,50.0,0.0,0.1,0.3,0,0.0,0.0,0,0
Drew Brees,NO,QB,15,1,1,1,-3,-3.0,0.0,-3,100.0,0.0,-0.1,0.2,4,4.0,400.0,0,0
Jonathan Williams,NO,RB,3,1,1,1,1,1.0,0.1,1,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Mike Boone,MIN,RB,8,3,2,1,0,0.0,0.0,-4,66.7,33.3,0.0,0.5,5,2.5,500.0,0,0
Chris Lacy,DET,WR,1,1,0,0,9,9.0,0.3,0,0.0,0.0,0.2,0.2,0,0.0,0.0,0,0
Riley McCarron,NE,WR,1,1,0,0,28,28.0,1.9,0,0.0,0.0,0.7,0.2,0,0.0,0.0,0,0
Sam Hubbard,CIN,DE,16,1,0,0,1,1.0,0.1,0,0.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Josh Allen,BUF,QB,12,1,0,0,13,13.0,0.0,0,0.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Lamar Jackson,BAL,QB,16,2,0,0,-1,-1.0,0.0,0,0.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Baker Mayfield,CLE,QB,14,1,0,0,12,12.0,0.0,0,0.0,0.0,0.2,0.2,0,0.0,0.0,0,0
Pharoh Cooper,LAR,WR,5,1,0,0,6,6.0,1.0,0,0.0,100.0,0.1,0.2,0,0.0,0.0,0,0
Darius Jackson,DAL,RB,2,1,0,0,-2,-2.0,0.0,0,0.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Johnny Holton,OAK,WR,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Dak Prescott,DAL,QB,16,1,0,0,10,10.0,0.0,0,0.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Cole Wick,SF,TE,5,1,0,0,1,1.0,0.1,0,0.0,100.0,0.0,0.2,0,0.0,0.0,0,0
J.D. McKissic,SEA,RB,5,1,0,0,6,6.0,0.7,0,0.0,100.0,0.2,0.2,0,0.0,0.0,0,0
Jourdan Lewis,DAL,CB,15,1,0,0,-4,-4.0,-0.5,0,0.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Darrell Daniels,ARI,TE,2,1,0,0,34,34.0,1.9,0,0.0,0.0,0.9,0.2,0,0.0,0.0,0,0
Darrell Daniels,SEA,TE,9,1,0,0,17,17.0,0.2,0,0.0,0.0,0.5,0.2,0,0.0,0.0,0,0
Stacy Coley,MIN,WR,2,1,0,0,8,8.0,0.4,0,0.0,100.0,0.2,0.2,0,0.0,0.0,0,0
Isaiah Ford,MIA,WR,1,1,0,0,9,9.0,0.7,0,0.0,0.0,0.3,0.2,0,0.0,0.0,0,0
Mason Crosby,GB,K,16,1,0,0,-5,-5.0,0.0,0,0.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Stephen Hauschka,BUF,K,16,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Mike Wallace,PHI,WR,2,3,0,0,111,37.0,1.5,0,0.0,0.0,2.5,0.5,0,0.0,0.0,1,0
Taiwan Jones,BUF,RB,6,2,0,0,32,16.0,16.0,0,0.0,50.0,0.7,0.4,0,0.0,0.0,0,0
Jerome Cunningham,DET,TE,3,1,0,0,3,3.0,0.1,0,0.0,0.0,0.1,0.2,0,0.0,0.0,0,0
Freddie Martino,TB,WR,4,1,0,0,3,3.0,0.1,0,0.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Nick Williams,TEN,WR,2,1,0,0,26,13.0,0.5,0,0.0,50.0,0.8,0.5,0,0.0,0.0,1,0
Brice Butler,DAL,WR,2,1,0,0,44,44.0,14.7,0,0.0,0.0,1.2,0.2,0,0.0,0.0,0,0
Geremy Davis,LAC,WR,14,1,0,0,-6,-6.0,-0.1,0,0.0,0.0,-0.2,0.2,0,0.0,0.0,0,0
Ben Roethlisberger,PIT,QB,16,1,1,-1,-1,-1.0,0.0,-1,100.0,0.0,0.0,0.1,0,0.0,0.0,0,0
Kirk Cousins,MIN,QB,16,1,1,-1,-7,-7.0,0.0,-7,100.0,0.0,-0.2,0.2,6,6.0,-600.0,0,0
Spencer Pulley,NYG,C,13,1,1,-2,-2,-2.0,0.0,-2,100.0,0.0,0.0,0.2,0,0.0,0.0,0,0
Ryan Kelly,IND,C,12,1,1,-4,-4,-4.0,0.0,-4,100.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Joe Staley,SF,OT,16,1,1,-5,-9,-9.0,0.0,-9,100.0,0.0,-0.2,0.2,4,4.0,-80.0,0,0
Matt Schaub,ATL,QB,3,1,1,-7,-7,-7.0,-0.5,-7,100.0,0.0,-0.1,0.2,0,0.0,0.0,0,0
Derek Carr,OAK,QB,16,1,1,-9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
Russell Wilson,SEA,QB,16,1,1,-11,-10,-10.0,0.0,-10,100.0,0.0,-0.3,0.2,-1,-1.0,9.1,0,0
